level 1 category,level 2 category,level 3 category,attribute,valid attribute values
Tools,Saw Blades,Coping Saw Blades,End Type,Pinned;Plain
Tools,Saw Blades,Coping Saw Blades,Tooth Type,Crown;Double;Hook;Regular;Reverse Tooth;Skip Reverse;Skip Tooth;Spiral
Tools,Saw Blades,Coping Saw Blades,Compatibility,
Tools,Saw Blades,Coping Saw Blades,Usage,
Tools,Saw Blades,Coping Saw Blades,Width,
Tools,Saw Blades,Hacksaw Blades,Brand Name,
Tools,Saw Blades,Hacksaw Blades,Sub Brand,
Tools,Saw Blades,Hacksaw Blades,Blade Length,10;12;5;6;7;Assorted
Tools,Saw Blades,Hacksaw Blades,Material,Bi-Metal;Carbide Grit;Carbon Steel;Cobalt;High Carbon Steel;High Speed Molybdenum Steel;High Speed Steel;PVC/ABS;Steel;Tungsten Carbide
Tools,Saw Blades,Hacksaw Blades,Style,
Tools,Saw Blades,Hacksaw Blades,Product Type,Hacksaw Blade;Hacksaw Blade Set;Hacksaw Blades;Midget Hacksaw Blades;Replacement Blade;Rod Saw Blade
Tools,Saw Blades,Hacksaw Blades,Teeth per Inch,
Tools,Saw Blades,Hacksaw Blades,Number in Package,
Tools,Saw Blades,Hacksaw Blades,Cut Type,Coarse;Fine;Medium;Very Fine
Tools,Saw Blades,Hacksaw Blades,Blade Width,
Tools,Saw Blades,Hacksaw Blades,Blade Thickness,
Tools,Saw Blades,Hacksaw Blades,Packaging Type,Bagged;Boxed;Bulk;Carded;Clamshell
Tools,Saw Blades,Hacksaw Blades,Color,Assorted;Black;Blue;Brown;Gold;Gray;Green;Ivory;Orange;Pink;Purple;Red;Silver;White;Yellow
Tools,Saw Blades,Hacksaw Blades,Usage,
Tools,Saw Blades,Jig Saw Blades,Brand Name,
Tools,Saw Blades,Jig Saw Blades,Sub Brand,
Tools,Saw Blades,Jig Saw Blades,Length,
Tools,Saw Blades,Jig Saw Blades,Material,Bi-Metal;Carbide;Carbide Grit;Carbide Tipped;Carbon Steel;Cobalt Steel;Diamond Grit;High Alloy Steel;High Carbon Steel;High Speed Steel;Metal;Stainless Steel;Steel;Tungsten Carbide
Tools,Saw Blades,Jig Saw Blades,Shank Type,T-Shank;Universal;U-Shank
Tools,Saw Blades,Jig Saw Blades,Style,
Tools,Saw Blades,Jig Saw Blades,Product Type,Air Saw Blade;Double Sided Jig Saw Blade;Down Cut Jig Saw Blade;Jig Saw Blade;Jig Saw Blade Set;Saw Blade Set
Tools,Saw Blades,Jig Saw Blades,Teeth per Inch,10;10/12;10/14;10/20;11/13;12;13;14;14/17;14/18;15;15/18;17;17/14;17/23;17/24;18;18/24;19;20;21;24;3;30;32;36;4;5/10;5/6;5/7;50;6;7;8;9;Assorted
Tools,Saw Blades,Jig Saw Blades,Number in Package,
Tools,Saw Blades,Jig Saw Blades,Flexible,No;Yes
Tools,Saw Blades,Jig Saw Blades,Application,
Tools,Saw Blades,Jig Saw Blades,Tooth Design,Assorted;Curved Tooth;Dual Direction;Fleam Ground;Milled;Reverse Tooth;Skip Tooth;Variable
Tools,Saw Blades,Jig Saw Blades,Thickness,
Tools,Saw Blades,Jig Saw Blades,Width,
Tools,Saw Blades,Non-Electric Saw Blades,Brand Name,
Tools,Saw Blades,Non-Electric Saw Blades,Sub Brand,
Tools,Saw Blades,Non-Electric Saw Blades,Length,
Tools,Saw Blades,Non-Electric Saw Blades,Width,
Tools,Saw Blades,Non-Electric Saw Blades,Material,Bi-Metal;Carbide;Carbon Steel;Cobalt;High Alloy Steel;High Carbon Steel;High Speed Steel;Metal;Stainless Steel;Steel;Titanium;Tungsten Carbide;Tungsten Carbide Grit
Tools,Saw Blades,Non-Electric Saw Blades,Style,
Tools,Saw Blades,Non-Electric Saw Blades,Product Type,Bow Saw Blade;Carpentry Saw Blade;Compass Saw Blade;Crosscut Saw Blade;Detail Replacement Saw Blade;Hand Saw Blade;Miter Box Replacement Saw Blade;Pipe Saw Blade;PVC/ABS Saw Replacement Blade;Replacement Blade;Replacement Pull Saw Blade;Rod Saw Blade;Saw Blade;Trim and Detail Double Saw Blade;Trim Saw Blade
Tools,Saw Blades,Non-Electric Saw Blades,Teeth per Inch,
Tools,Saw Blades,Non-Electric Saw Blades,Cut Type,Coarse;Coarse/Medium;Extra Fine;Fine;Medium;Medium/Fine;Very Fine
Tools,Saw Blades,Non-Electric Saw Blades,Number in Package,
Tools,Saw Blades,Non-Electric Saw Blades,Packaging Type,Bagged;Boxed;Bulk;Carded;Clamshell
Tools,Saw Blades,Non-Electric Saw Blades,Compatibility,
Tools,Saw Blades,Non-Electric Saw Blades,Usage,
Tools,Saw Blades,Planer Blades,Brand Name,
Tools,Saw Blades,Planer Blades,Sub Brand,
Tools,Saw Blades,Planer Blades,Length,
Tools,Saw Blades,Planer Blades,Width,
Tools,Saw Blades,Planer Blades,Material,Bi-Metal;Carbide;Carbide Grit;Carbon Steel;Cobalt;Cobalt Steel;High Carbon Steel;High Speed Steel;Metal;Steel;Titanium;Tungsten Carbide;Tungsten Carbide Grit
Tools,Saw Blades,Planer Blades,Style,
Tools,Saw Blades,Planer Blades,Product Type,Planer Blade;Planer Blade Set;Planer Knife;Planer Knife Set
Tools,Saw Blades,Planer Blades,Double-Edged,No;Yes
Tools,Saw Blades,Planer Blades,Number in Package,
Tools,Saw Blades,Planer Blades,Packaging Type,Bagged;Boxed;Bulk;Carded;Clamshell
Tools,Saw Blades,Planer Blades,Usage,
Tools,Saw Blades,Planer Blades,Compatibility,
Tools,Saw Blades,Reciprocating Saw Blades,Brand Name,
Tools,Saw Blades,Reciprocating Saw Blades,Sub Brand,
Tools,Saw Blades,Reciprocating Saw Blades,Length,"10;11;1-1/2;12;2;2, 4, and 6;2-1/2;3;3-1/2;3-1/3;3-1/4;3-5/8;4;4 and 6;4-1/4;4-3/4;5;5-3/4;6;6 and 9;6, 8 and 9;6, 9 and 12;7;7 and 9;7-3/8;7-7/8;8;8 and 9;8-1/2;9;9 and 10"
Tools,Saw Blades,Reciprocating Saw Blades,Material,Angle Iron;Bi-Metal;Carbide;Carbide Grit;Carbide Tipped;Carbon Steel;Cobalt;Cobalt Bi-Metal;Diamond Grit;High Alloy Steel;High Carbon Steel;High Speed Steel;Metal;Nitrus Carbide;Nylon;Rigid Conduit;Stainless Steel;Steel;Tungsten Carbide
Tools,Saw Blades,Reciprocating Saw Blades,Style,
Tools,Saw Blades,Reciprocating Saw Blades,Product Type,Air Saw Blade;Blade;Blade Set;Brush;Compass Saw Blade;Dual Tooth Reciprocating Saw Blade;Dual Tooth Reciprocating Saw Blade Set;Grout Out Kit;Grout Removal Blade;Grout Removal Tool;Grout Removing Kit;Nylon Brush-Offset;Reciprocating Blade;Reciprocating Saw Blade;Reciprocating Saw Blade Set;Sanding Pad;Scour Pad- Offset;Scraper;Scraper Blade;Tang Kit
Tools,Saw Blades,Reciprocating Saw Blades,Teeth per Inch,10;10/14;10/18;12;14;14/18;18;20;20/24;24;3;30;32;4;4/5;4/6;5;5/6;5/7;5/8;6;6/12;6/9;7;7/11;8;8/10;8/12;8/14;9;Assorted;Multi
Tools,Saw Blades,Reciprocating Saw Blades,Number in Package,
Tools,Saw Blades,Reciprocating Saw Blades,Packaging Type,Bagged;Boxed;Bulk;Carded;Clamshell
Tools,Saw Blades,Reciprocating Saw Blades,Blade Thickness,
Tools,Saw Blades,Reciprocating Saw Blades,Color,Assorted;Beige;Black;Black/Red;Blue;Brown;Clear;Gold;Gray;Green;Ivory;Orange;Pink;Purple;Red;Silver;White;Yellow
Tools,Saw Blades,Reciprocating Saw Blades,Width,
Tools,Saw Blades,Reciprocating Saw Blades,Usage,
Tools,Tools Storage and Organization,Sawhorses,Brand Name,
Tools,Tools Storage and Organization,Sawhorses,Sub Brand,
Tools,Tools Storage and Organization,Sawhorses,Height,
Tools,Tools Storage and Organization,Sawhorses,Width,
Tools,Tools Storage and Organization,Sawhorses,Depth,
Tools,Tools Storage and Organization,Sawhorses,Adjustable,No;Yes
Tools,Tools Storage and Organization,Sawhorses,Style,
Tools,Tools Storage and Organization,Sawhorses,Product Type,2 Way Adjustable Sawhorse;Expandable Sawhorse;Folding Sawhorse;Heavy Duty Sawhorse;Non-Slip Surface Pads;Portable Sawmill;P-Top Hanging Hooks;P-Top Sawhorse;Quick Clamps;Risers;Sawhorse;Sawhorse Brackets;Sawhorse Carry Straps;Sawhorse Set;Sawhorse Supports;Swivel Pegs;Tall Folding Sawhorse;Track Horse;X-Cups
Tools,Tools Storage and Organization,Sawhorses,Weight Capacity,
Tools,Tools Storage and Organization,Sawhorses,Number in Package,
Tools,Tools Storage and Organization,Sawhorses,Material,Aluminum;Aluminum/Plastic;Galvanized Steel;Metal;Nylon;Plastic;Polypropylene;Polypropylene/Steel;Steel
Tools,Tools Storage and Organization,Sawhorses,Packaging Type,Bagged;Boxed;Bulk;Carded;Clamshell;Display
Tools,Tools Storage and Organization,Sawhorses,Color,Black;Black/Silver;Blue;Blue/Green;Brown;Clear;Gold;Gray;Green;Ivory;Orange;Pink;Purple;Red;Silver;Teal;White;Yellow
Tools,Tools Storage and Organization,Sawhorses,Weight,
Tools,Tools Storage and Organization,Sawhorses,Usage,
Tools,Tools Storage and Organization,Tool Bags,Brand Name,
Tools,Tools Storage and Organization,Tool Bags,Sub Brand,
Tools,Tools Storage and Organization,Tool Bags,Width,
Tools,Tools Storage and Organization,Tool Bags,Height,
Tools,Tools Storage and Organization,Tool Bags,Material,Ballistic;Ballistic Nylon;Ballistic Polyester;Brown/Natural;Canvas;Canvas/Leather;Canvas/Plastic;Canvas/Polypropylene;Cordura Fabric;Cotton;Denier;Denier Polyester;Denim;Fabric;Heavy Duty Poly Fabric;Leather;Neoprene;Nylon;Nylon/Polyester;Nylon/Tarpaulin;Plastic;Polyester;Polyester/Polypropylene;Polyester/Tarpaulin;Polyethylene;Polyfiber;Polypropylene;Resin;Suede;Tarpaulin;Vinyl
Tools,Tools Storage and Organization,Tool Bags,Style,
Tools,Tools Storage and Organization,Tool Bags,Product Type,;Aerial Bucket Hooks;All-Purpose Tool Bag;Backpack;Backpack Tool Bag;Bag;Battery Carrying Case;Battery/Charger Carrying Case;Bolt Bag;Boot Bag;Breach Bag;Briefcase;Briefcase Backpack;Bucket Organizer;Bucket Top;Buddy Organizer;Bulletproof Backpack;Bumpers Bag;Cable Organizer;Carpenter Pouch;Compact Utility Pouch;Cooler Utility Bag;Decoy Bag;Duck Tote;Duffel Bag;Duffle;Electrician's Bag;Electrician's Pouch;Electrode Bag;Fall Protection Gear Bag;Fastener Bag;Field Bag;Floating Blind Bag;Floating Gun Case;Gear Bag;Glove Bag;Gun Sling;Helmet Bag;Hoist Bucket;Hoist Bucket with Top;Knife Holder;Level Carrying Case;Lighted Backpack Tool Bag;Lighted Tool Bag;Lighted Tool Carrier;Line Hose Bag;Mason Tool Bag;Mesh Warder Bag;Muddy Gear Bag;Multimeter Carrying Case;Nail and Tool Pocket Apron;Plan Tote and Organizer;Pocket Knife;Pouch/Hammer Loop;Pouch/Utility Knife Pocket;Power Distribution Tool Bag;Respirator Bag;Retriever Bag;Roller Bag;Roller Tool Bag;SCBA Mask Bag;Scissor Holder;Shell Bag;Shell Belt;Shoulder Bag;Shoulder Strap;Shoulder Tote;Tech Bag;Tool and Nail Bag;Tool and Nail Bag with Belt;Tool Bag;Tool Bag Set;Tool Bag with Stereo Speaker;Tool Bucket;Tool Carrier;Tool Carrier with Plastic Tray;Tool Carrying Case;Tool Charging Back Pack;Tool Pouch;Tool Pouch Roll;Tool Pouch Set;Tool Roll Pouch;Tool Set with Tool Bag;Tool Sleeve;Tool Tote;Tote Bag;Tote Bag with Plastic Tray;Tub Bag;Utility Bag;Utility Bucket;Utility Pouch;Utility Roll;Vertical Messenger;Wrench Roll Up;Zippered Bag;Zippered Bag Assortment
Tools,Tools Storage and Organization,Tool Bags,Number of Pockets,
Tools,Tools Storage and Organization,Tool Bags,Color,Assorted;Beige;Black;Black w/Gray and Orange Trim;Black/Blue;Black/Gray;Black/Gray/Orange;Black/Orange;Black/Red;Black/Tan;Black/White;Black/Yellow;Blue;Brown;Camo;Chestnut;Clear;Gold;Gray;Green;Gunmetal;Ivory;Multicolored;Natural;Off-White;Off-White/Black;Olive;Olive Camo;Orange;Pink;Purple;Red;Silver;Tan;Teal;White;Yellow
Tools,Tools Storage and Organization,Tool Bags,Number in Package,
Tools,Tools Storage and Organization,Tool Bags,Water Resistant,No;Yes
Tools,Tools Storage and Organization,Tool Bags,Number of Inside Pockets,
Tools,Tools Storage and Organization,Tool Bags,Zippered Top,No;Yes
Tools,Tools Storage and Organization,Tool Bags,Tape Holder,No;Yes
Tools,Tools Storage and Organization,Tool Bags,Length,
Tools,Tools Storage and Organization,Tool Bags,Number of Outside Pockets,
Tools,Tools Storage and Organization,Tool Bags,Shoulder Strap,No;Yes
Tools,Tools Storage and Organization,Tool Boxes,Brand Name,
Tools,Tools Storage and Organization,Tool Boxes,Sub Brand,
Tools,Tools Storage and Organization,Tool Boxes,Length,
Tools,Tools Storage and Organization,Tool Boxes,Style,
Tools,Tools Storage and Organization,Tool Boxes,Product Type,4-Wheel Cart;Adapter Plate;Art Deco Tool Box;Bucket Bag;Bucket Organizer;Bucket Seat;Bucket Seat Lid;Bucket Tray;Cantilever Tool Box;Cantilever Toolbox;Craft Box;Deep Box Tool Box;Deep Organizer;Diamond Top Mat;Double Shallow Drawers Tool Box;Drawer Liner;Field Box;Flat Top Tool Box;Hand Toolbox;Hole Saw Case;Jobsite Box;Long Handle Tool Box;Mini Padboard;Mobile Chest;Mobile Work Center;Mobile Work Station;One Latch Tool Box;Organizer;Organizer with Clear Lid;Power Latch Tool Box;Professional Tool Box;Screw Organizer;Single Deep Drawer Tool Box;Small Case;Step n' Store Stool;Storage Organizer;Tackle Box;Tool Bags;Tool Box;Tool Box and Organizer;Tool Box Organizer;Tool Box w/Metal Reinforced Corners;Tool Caddy;Tool Case with Foam Insert;Tool Chest;Tool Holder;Tool Mobile Storage;Tool Storage;Tool Tote;Toolbox;Top Mat;Tote with Removable Organizer;Utility Box
Tools,Tools Storage and Organization,Tool Boxes,Storage Volume,
Tools,Tools Storage and Organization,Tool Boxes,Color,Arctic White;Beige;Black;Black/Gray;Black/Green;Black/Red;Black/Yellow;Blue;Blue/Red;Blue/Yellow;Brown;Camo;Clear;Frost;Gold;Gray;Gray/Red;Green;Ivory;Multicolored;Orange;Orange/Red;Pink;Purple;Red;Silver;Teal;White;Yellow
Tools,Tools Storage and Organization,Tool Boxes,Comfort Grip Handle,No;Yes
Tools,Tools Storage and Organization,Tool Boxes,Tray Included,No;Yes
Tools,Tools Storage and Organization,Tool Boxes,Number in Package,
Tools,Tools Storage and Organization,Tool Boxes,Number of Compartments,
Tools,Tools Storage and Organization,Tool Boxes,Width,
Tools,Tools Storage and Organization,Tool Boxes,Height,
Tools,Tools Storage and Organization,Tool Boxes,Wheeled,No;Yes
Tools,Tools Storage and Organization,Tool Boxes,Lockable,No;Yes
Tools,Tools Storage and Organization,Tool Boxes,Weight Capacity,
Tools,Tools Storage and Organization,Tool Boxes,Water Resistant,No;Yes
Tools,Tools Storage and Organization,Tool Boxes,Material,Foam;Impact-Resistant Poly;Metal;Metal/Plastic;Metal/Poly Resin;Pine Wood;Plastic;Plastic/Steel;Poly Resin;Polyester;Polypropylene;Resin;Rubber;Steel;Structural Foam
Tools,Tools Storage and Organization,Tool Cabinets,Brand Name,
Tools,Tools Storage and Organization,Tool Cabinets,Sub Brand,
Tools,Tools Storage and Organization,Tool Cabinets,Width,
Tools,Tools Storage and Organization,Tool Cabinets,Number of Drawers,
Tools,Tools Storage and Organization,Tool Cabinets,Material,Foam;Impact-Resistant Poly;Metal;Metal/Plastic;Metal/Poly Resin;Plastic;Plastic/Steel;Poly Resin;Polyester;Polypropylene;Resin;Rubber;Steel;Structural Foam
Tools,Tools Storage and Organization,Tool Cabinets,Style,
Tools,Tools Storage and Organization,Tool Cabinets,Product Type,4-Wheel Cart;Ball-Bearing Tool Center;Drawer Liner;Mini Tool Cabinet With Tools;Rolling Tool Cabinet;Rolling Tool Cart;Storage Cabinet;Tool Cabinet;Tool Cart;Tool Chest;Top Tool Chest
Tools,Tools Storage and Organization,Tool Cabinets,Height,
Tools,Tools Storage and Organization,Tool Cabinets,Depth,
Tools,Tools Storage and Organization,Tool Cabinets,Weight Capacity,
Tools,Tools Storage and Organization,Tool Cabinets,Wheeled,No;Yes
Tools,Tools Storage and Organization,Tool Cabinets,Lockable,No;Yes
Tools,Tools Storage and Organization,Tool Cabinets,Ball Bearing Slides,No;Yes
Tools,Tools Storage and Organization,Tool Cabinets,Color,Black;Black/Red;Blue;Blue/Red;Brown;Camo;Clear;Gold;Gray;Green;Ivory;Orange;Pink;Purple;Red;Silver;Teal;White;Yellow
Tools,Tools Storage and Organization,Tool Cabinets,Built-In Power Strip,No;Yes
Tools,Tools Storage and Organization,Tool Cabinets,Number in Package,
Tools,Tools Storage and Organization,Tool Cabinets,Storage Volume,
Tools,Tools Storage and Organization,Tool Cabinets,Work Surface,No;Yes
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Brand Name,
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Sub Brand,
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Width,
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Height,
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Depth,
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Length,
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Style,
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Product Type,Adjustable Floor Mount Leveling Kit;Anti-Static Project Tray;Battery Rack;Belt Clip Rack;Bin System;Bolt & Fastener Organizer;Bracket Set;Bucket Organizer;Bucket Sieve;Bucket Tool Organizer;Cable Organization Tool;Caddy;Cantilever Bracket Set;Compact Shelf;Compact Wall Mounted Plate;Crate Divider;Deep Organizer;Dolly;Double-Sided Organizer;Drawer Dividers;Drawer Kit;Foam Insert;Gondola Storage Bins;Grid Dividers;Hardware Container;Hook Tool Rack;Interlocking Organizer;Internal Rail Accessory;Large Bin Set;Large Parts Bin Set;Large Wall Mounted Plate;Long Handle Tool Holder;Long Handle Tool Rack;Magnetic Cup Holder;Magnetic Parts Bucket;Magnetic Power Tool Holder;Magnetic Towel Holder;Magnetic Tray;Modular System;Mounting Plate;Multi Drawer Storage;Multi-Purpose Zipper Pouches;Multi-Size Zipper Pouches;Organizer;Organizer Cup;Organizer Paint Pen;Power Drill Holder;Roll Holder;Roll Holder and Tape Organizer;Rolling Storage Stool;Rolling Tool Creeper;Ruck Case;Screwdriver Organizer;Screwdriver Rack;Shelf Bin;Shelf Bin Set;Slit Top Container;Small Bin Set;Small Parts Bin;Small Parts Bin Set;Smartphone/Tool Holder;Stack and Hang Bin;Storage Bin;Storage Bin Set;Storage Box;Storage Organizer;Storage Organizer Set;Storage Rack;Storage Rack with Bins;Storage Tool;Tethered Top Container;Tie Wire Reel;Tool Box Liner;Tool Caddy;Tool Drawer Storage Bin;Tool Organizer;Tool Organizer Tote;Tool Rack;Tool Station;Tool Storage Bin;Tool Storage Bin Set;Tool Tray;Utility Case;Wall Mount Cantilever Rack;Wall Mount Rack;Waterproof Case;Waterproof Storage Case;Waterproof Storage Case Set;Wire Caddy;Wrench Holder
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Material,Alloy Steel;Aluminum;Aluminum/Resin;Ballistic Nylon;Ballistic Polyester;Canvas;Foam;Impact-Resistant Poly;Metal;Metal/Plastic;Metal/Poly Resin;Oxford Fabric/PVC Backing;Plastic;Plastic/Steel;Poly Resin;Polyester;Polypropene;Polypropylene;Resin;Rubber;Rugged Fabric;Silicone;Stainless Steel;Steel;Structural Foam;Wood
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Number of Compartments,
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Color,Assorted;Black;Black/Clear;Black/Red;Black/Yellow;Blue;Blue/Red;Brown;Camo;Clear;Gold;Gray;Gray/Red;Gray/Yellow;Green;Ivory;Lime;Natural;Orange;Pink;Purple;Red;Silver;Teal;White;Yellow
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Wheeled,No;Yes
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Stackable,No;Yes
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Usage,
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Number in Package,
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Lockable,No;Yes
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Packaging Type,Bagged;Boxed;Bulk;Carded;Clamshell
Tools,Tools Storage and Organization,Tool Storage Bins and Accessories,Handle Included,No;Yes
Tools,Tools Storage and Organization,Work Benches,Brand Name,
Tools,Tools Storage and Organization,Work Benches,Sub Brand,
Tools,Tools Storage and Organization,Work Benches,Length,
Tools,Tools Storage and Organization,Work Benches,Width,
Tools,Tools Storage and Organization,Work Benches,Height,
Tools,Tools Storage and Organization,Work Benches,Style,
Tools,Tools Storage and Organization,Work Benches,Product Type,Ball Trans Head Attachment;Collapsible Service Cart;Folding Work Table;Folding Workbench;Garage Bench;Grinder Stand;Jack Stand;Jaw Stand;Miter Saw Stand;Miter Saw Station;Multi-Level Workstation;Plan Station;Portable Desk and Workstation;Portable Project Center and Vise;Portable Service Cart;Portable Work Center and Vise;Portable Workstation;Service Cart;Work Support Stand;Work Table;Work Top;Workbench;Workbench Frame;Workbench Table Top;Workbench with Butcher Block Top;Workstation
Tools,Tools Storage and Organization,Work Benches,Weight Capacity,
Tools,Tools Storage and Organization,Work Benches,Color,Assorted;Black;Black/Brown;Black/Red;Black/Silver;Blue;Blue/Red;Brown;Camo;Clear;Gold;Gray;Gray/Yellow;Green;Ivory;Orange;Pink;Purple;Red;Silver;Teal;White;Yellow
Tools,Tools Storage and Organization,Work Benches,Built-In Power Strip,No;Yes
Tools,Tools Storage and Organization,Work Benches,Collapsible,No;Yes
Tools,Tools Storage and Organization,Work Benches,Wheeled,No;Yes
Tools,Tools Storage and Organization,Work Benches,Number in Package,
Tools,Tools Storage and Organization,Work Benches,Packaging Type,Bagged;Boxed;Bulk;Carded;Clamshell
Tools,Tools Storage and Organization,Work Benches,Material,Aluminum;Aluminum/Resin;Ballistic Nylon;Canvas;Foam;Impact-Resistant Poly;Metal;Metal/Plastic;Metal/Poly Resin;Plastic;Plastic/Steel;Poly Resin;Polyester;Polypropylene;Resin;Rubber;Rugged Fabric;Stainless Steel;Steel;Structural Foam;Wood
Tools,Tools Storage and Organization,Work Benches,Number of Shelves,
Tools,Tools Storage and Organization,Work Benches,Assembly Required,No;Yes
Tools,Tools Storage and Organization,Work Benches,Hardware Included,No;Yes
Tools,Welding and Soldering Tools,Soldering Accessories,Brand Name,
Tools,Welding and Soldering Tools,Soldering Accessories,Sub Brand,
Tools,Welding and Soldering Tools,Soldering Accessories,Container Size,
Tools,Welding and Soldering Tools,Soldering Accessories,Lead-Free,No;Yes
Tools,Welding and Soldering Tools,Soldering Accessories,Style,
Tools,Welding and Soldering Tools,Soldering Accessories,Product Type,Abrasive Sandcloth;Acid Core Wire Solder;Acid Flux Brushes;Bar Solder;Blazing Flux;C-Flux;Desoldering Braid;Flame and Heat Protector;Flux Brush;Flux Core Solder;Heat Shield;Heat Shield Gel;Helping Hands W/4 Magnetic Arms;Lead Ingot;Liquid Soldering Flux;Metal Repair Solder;Non-Electrical Repair Flux;Open Mesh Cloth;Paste Flux;Plumbers Kit;Plumbing Flux;Plumbing Solder;Plumbing Solder Kit;Plumbing Wire Solder;Repair Solder;Rope Cutting Tip;Rosin Core Flux Paste;Rosin Core Solder Wire;Solder Aid Kit;Solder and Dispenser;Solder and Flux Kit;Solder Flux Brush;Solder Paste;Soldering Accessory Kits;Soldering and Tinning Paste Flux;Soldering Brass Tip Cleaner;Soldering Cleaner;Soldering Flux;Soldering Gloves;Soldering Holder;Soldering Iron Tip;Soldering Kit;Soldering Liquid Flux;Soldering Mat;Soldering Paste;Soldering Paste Flux;Soldering Project Holder with Magnetic Arms;Soldering Project Holder with Magnifier;Soldering Storage Case;Soldering Tip;Soldering Tip Cleaner with Holder;Solderless Bonding;Solderless Copper and Brass Bonding Kit;Solid Wire Solder;Specialty Brazing Kit;Spudger;Spudger Set;Thermal Shield Gel;Tinning Flux;Water Soluble Flux;Water Soluble Tinning Paste Flux
Tools,Welding and Soldering Tools,Soldering Accessories,Wire Diameter,
Tools,Welding and Soldering Tools,Soldering Accessories,Material,Aluminum;Aluminum Oxide;Ammonium Chloride;Copper;Iron/Tin;Lead;Lead/Tin/Antimony;Metal;Nickel-Plated Copper;Nylon;Petrolatum;Petroleum-Based;Polyester Nylon/Aluminum Oxide;Silver Alloy;Silver Bearing;Silver-Bearing;Silver-Bearing Alloy;Tin/Antimony;Tin/Bismuth/Copper/Silver;Tin/Copper;Tin/Copper/Silver;Tin/Lead;Tin/Silver;Tin-Plated;Woven Ceramic;Zinc Chloride
Tools,Welding and Soldering Tools,Soldering Accessories,Alloy Ratio,40/60;50/50;60/40;62/36/2;63/37;95/5;96.5/3/0.5;96/3.9/0.1;97/2.75/0.25;97/3
Tools,Welding and Soldering Tools,Soldering Accessories,Number in Package,
Tools,Welding and Soldering Tools,Soldering Accessories,Melting Temperature,
Tools,Welding and Soldering Tools,Soldering Accessories,Length,
Tools,Welding and Soldering Tools,Soldering Accessories,Compatibility,
Tools,Welding and Soldering Tools,Soldering Accessories,Water-Soluble,No;Yes
Tools,Welding and Soldering Tools,Soldering Accessories,Tinning,No;Yes
Tools,Welding and Soldering Tools,Soldering Accessories,Suitable for Electrical Use,No;Yes
Tools,Welding and Soldering Tools,Soldering Accessories,Flux Required,No;Yes
Tools,Welding and Soldering Tools,Soldering Guns and Irons,Brand Name,
Tools,Welding and Soldering Tools,Soldering Guns and Irons,Sub Brand,
Tools,Welding and Soldering Tools,Soldering Guns and Irons,Corded or Cordless,Corded;Cordless
Tools,Welding and Soldering Tools,Soldering Guns and Irons,Style,
Tools,Welding and Soldering Tools,Soldering Guns and Irons,Product Type,Back Pack Torch Kit;Basic Torch with Built-In Ignition;Blow Torch;Blow Torch Kit;Butane Micro Torch;Butane Micro Torch and Soldering Iron;Deluxe Propane Torch Kit;Heat Shrink Torch;Hose Torch;Hose Torch Kit;Jet Torch Kit;Micro Torch Kit;Micro Torch Soldering Kit;Multi-Tool Kit;Outdoor Torch;Oxygen Torch Kit;Piezo Kit;Pocket Key Chain Torch;Portable Professional Torch;Roofing Torch Kit;Shop Torch Kit;Soldering and Brazing Torch Kit;Soldering Gun;Soldering Gun Kit;Soldering Iron;Soldering Iron and Blow Torch Kit;Soldering Iron and Hot Knife;Soldering Iron Kit;Soldering Iron Tip;Stencil Cutting Kit;Super Pro Kit;Torch;Torch Head;Torch Kit;Turbo-Lite Torch;Welding Kit;Wood Burning Iron Kit;Wood Transfer Tool
Tools,Welding and Soldering Tools,Soldering Guns and Irons,Watts,
Tools,Welding and Soldering Tools,Soldering Guns and Irons,Number in Package,
Tools,Welding and Soldering Tools,Soldering Guns and Irons,Solder Included,No;Yes
Tools,Welding and Soldering Tools,Soldering Guns and Irons,Length,
Tools,Welding and Soldering Tools,Soldering Guns and Irons,Usage,
Tools,Welding and Soldering Tools,Soldering Guns and Irons,Adjustable Flame Control,No;Yes
Tools,Welding and Soldering Tools,Soldering Guns and Irons,Continuous Flame Lock,No;Yes
Tools,Welding and Soldering Tools,Soldering Guns and Irons,Volts,
Tools,Welding and Soldering Tools,Soldering Guns and Irons,Power Source,Battery;Butane;Electric
